identifier	lemma	context	indices_target_token
fic_1964_10454.txt-1540-19	bar_nn	In this sentence "From an emotional standpoint, he would rather have been in the men's room down at Jack's Bar on the Bowery, eating a piece of urine-soaked bread while thrusting his hump against someone from the Vice Squad.", "bar_nn" means in one word :	254:255
mag_2001_410379.txt-52-6	bar_nn	In this sentence "One evening, at a beachside bar in Florida, she watched the sunset and prayed, " If I am supposed to go to Shreveport, show me this is the right thing to do. "", "bar_nn" means in one word :	207:208
mag_1983_432145.txt-116-0	bar_nn	In this sentence "Bars and restaurants cloned from Washington establishments do brisk summer trade.", "bar_nn" means in one word :	129:130
fic_1961_10413.txt-1517-3	bar_nn	In this sentence "handbag on the bar and folded her gloves neatly on top. "", "bar_nn" means in one word :	105:106
fic_1963_10441.txt-521-7	bar_nn	In this sentence "Morgan excused himself and drifted to the bar to refill his champagne glass, and allowed himself to be drawn into the perimeter of Anne's group. "", "bar_nn" means in one word :	194:195
fic_1985_10734.txt-12072-29	bar_nn	In this sentence "While the arrivals from New York went upstairs to clean up and change into fresh clothes, Portel and Cox went for a quick " noggin " in the bar with Warren and Selby; then, their charges safely delivered, the two British officers departed.", "bar_nn" means in one word :	287:288
nf_1969_774314.txt-1846-17	bar_nn	In this sentence "Usually the bell is mounted on a movable bar with an elbow that pivots in an overhead bar.", "bar_nn" means in one word :	138:139
fic_1965_10457.txt-1390-16	bar_nn	In this sentence "Anyway Salt and Dogface told him they suspected the big man that came aboard on the bar, that he was the one the reward was for, but Captain Ts'ui says, He came aboard as a free man, I can't touch him. '", "bar_nn" means in one word :	251:252
fic_1961_10411.txt-512-33	bar_nn	In this sentence "There they would remain, drinking faster and faster, talking louder and louder, until either their control towers closed for the night or the silent, patient waiters removed the portable bar from the corner of the room.", "bar_nn" means in one word :	267:268
news_1979_734356.txt-17-9	bar_nn	In this sentence "By voting Sept. 5 to help boat people and bar even indirect aid to Vietnam, Cambodia and Laos, we are only perpetuating the tragedy.", "bar_nn" means in one word :	180:181
news_2000_633241.txt-70-5	bar_nn	In this sentence "I shouted across the quiet bar to ask Bob and Rod if they knew any Charlie Rich songs.", "bar_nn" means in one word :	134:135
mag_1978_490798.txt-68-16	bar_nn	In this sentence "I feel that the Cafe Fanny, like another old favorite of mine, the Oyster Bar, is a big boost for the renaissance of the Grand Central Terminal Complex.", "bar_nn" means in one word :	200:201
fic_1973_16200.txt-63-11	bar_nn	In this sentence "BAR AREA Tony pushes him out the door and into the bar area.", "bar_nn" means in one word :	108:109
mag_1860_556997.txt-31-47	bar_nn	In this sentence "Having determined to apply himself to the mysteries of Coke and Blackstone, he commenced his legal studies in the office of William Lewis, of whom a graphic portrait was presented by Mr. Horace Binney, in his reminiscences of " The Leaders of the Old Bar of Philadelphia, " a work reviewed in our pages for January of this year.", "bar_nn" means in one word :	376:377
fic_1962_10417.txt-5617-32	bar_nn	In this sentence "The band stopped playing, the dancers dispersed, lights were dimmed in the salon and on deck; sailors came out with their buckets and brushes; the man at the bar was obviously closing up for the night.", "bar_nn" means in one word :	249:250
fic_1993_1040083.txt-3160-7	bar_nn	In this sentence "At seven Fred went to the Quiet Bar and looked around.", "bar_nn" means in one word :	102:103
fic_1992_16695.txt-3294-6	bar_nn	In this sentence "Just you ride out to the Bar T an ' make sure that other cowboy stays put an ' don't expose himself, hear?", "bar_nn" means in one word :	154:155
news_1997_632266.txt-80-10	bar_nn	In this sentence "Champagne, hors d'oeuvres, a five-course dinner, open bar, live entertainment (Michael Lerich &; His Orchestra) and dancing, champagne and balloon drop are on tap.", "bar_nn" means in one word :	211:212
fic_2004_29885.txt-4-10	bar_nn	In this sentence "Since the soldiers were the only clean-cut men in the bar, it was easy to identify them although none were in uniform.", "bar_nn" means in one word :	166:167
fic_1973_780108.txt-2947-19	bar_nn	In this sentence "The house was like a fortress, illuminated by floodlights, its ground-floor windows protected by thin curved iron bars.", "bar_nn" means in one word :	167:168
mag_2001_416721.txt-69-0	bar_nn	In this sentence "Bar owners, he says, sometimes bribe police officers, who release them and deport the women who spoke against them.", "bar_nn" means in one word :	163:164
nf_1997_746546.txt-7-17	bar_nn	In this sentence "United States District Court for the District of Columbia entered the Consent Decree proposed by the American Bar Association and the U.S. Department of Justice as the Final Judgment in the litigation between those parties.", "bar_nn" means in one word :	271:272
fic_1978_10636.txt-27104-7	bar_nn	In this sentence "Hear him first at the Oxford Union bar: " Worse than the Visigoths, worse than the Tartars.", "bar_nn" means in one word :	139:140
nf_2001_746558.txt-31-50	bar_nn	In this sentence "We believe it sufficient to state that those acts, whether performed in court or in the law office, which lawyers have customarily carried on from day to day through the centuries must constitute the ' practice of law, ' " stated the Arizona Supreme Court in State Bar of Arizona v. Arizona Land Title and Trust Co. (1961).", "bar_nn" means in one word :	371:372
fic_1960_23770.txt-175-8	bit_nn	In this sentence "With a napkin Mrs. Gamp wiped away a bit of deviled egg that she had spilled on her dress.", "bit_nn" means in one word :	138:139
fic_2002_27923.txt-256-14	bit_nn	In this sentence "Already, though, he had retrieved an interesting bit of previously uncollected knowledgetwo bits, if he counted the implication that the identity of the second group of attackers, unlike that of the first, was not unknown. "", "bit_nn" means in one word :	272:273
fic_1975_780111.txt-2178-3	bit_nn	In this sentence "I like a bit of decorum, " he managed to get out. "", "bit_nn" means in one word :	99:100
fic_1987_10756.txt-669-21	bit_nn	In this sentence "Then he looked across the room and said quietly, " Maybe you ought to ask Mr. Jamison to have a bit of this fine stew, eh, my boy? "", "bit_nn" means in one word :	180:181
fic_1989_5359.txt-3560-23	bit_nn	In this sentence "John and the other men were all smiling, as if, as Antonia had said, they had come only for a bit of pleasure.", "bit_nn" means in one word :	158:159
news_1983_669272.txt-15-1	bit_nn	In this sentence "// Bit by bit, the interruptions become disruptions.", "bit_nn" means in one word :	100:101
fic_1982_10687.txt-11810-22	bit_nn	In this sentence "But in Lydia's mind, Lizzie had remained the fat-faced child with a mouth full of silver (and usually some bits of food) who had whined around her grandfather's chair during those awful, stiff dinners at the Broadbelts '.", "bit_nn" means in one word :	269:270
fic_1989_10785.txt-3149-14	bit_nn	In this sentence "Well, after a year, I 'm glad to hear there's a bit of romance left between us.", "bit_nn" means in one word :	127:128
fic_1982_10690.txt-4985-19	bit_nn	In this sentence "Within the circles, trees, wildlife -- whatever had been there, apparently -- had been ground to bits.", "bit_nn" means in one word :	150:151
nf_1969_774314.txt-476-11	bit_nn	In this sentence "Essentially a drill is a scraping instrument, while the auger bit cuts and must therefore have a cutting edge.", "bit_nn" means in one word :	158:159
nf_1976_774315.txt-296-13	bit_nn	In this sentence "The tool is a hollow, square chisel, through which an auger bit turns (Fig.", "bit_nn" means in one word :	123:124
mag_1974_316561.txt-5-12	bit_nn	In this sentence "Dreamed up by Executive Producer Lewis Freedman, the series will describe bits of American history, data and errata, the momentous and the obscure.", "bit_nn" means in one word :	195:196
fic_2003_48664.txt-150-2	bit_nn	In this sentence "The little bit of motion her body made coming through the grass stifled the crickets.", "bit_nn" means in one word :	133:134
fic_1968_10503.txt-3002-10	bit_nn	In this sentence "And unanimity of view down there could be discounteda little bit; they all worked closely together, and in fact all of their recommendations had come in at the same time yesterday couched in almost exactly the same language.", "bit_nn" means in one word :	272:273
fic_2007_33609.txt-17-5	bit_nn	In this sentence "Mama only ate a little bit of the breast and some of the gravy.", "bit_nn" means in one word :	111:112
news_2006_604854.txt-83-37	bit_nn	In this sentence "This show is in 36 countries now, " Warwick says, " and, generally speaking, you find after about the third or fourth series that the talent pool starts to buckle down a little bit.", "bit_nn" means in one word :	229:230
mag_2002_396786.txt-166-11	bit_nn	In this sentence "There was a type-vanilla inside a chocolate skin bumpy with small bits of nuts-that he especially craved; he rarely saw them for sale around Boston, and men in business suits don't eat popsicles anyway. "", "bit_nn" means in one word :	252:253
fic_1968_23855.txt-157-35	bit_nn	In this sentence "The vertical bands which were covered with plastic had worn and granulated under the demands of our press run, and we had spent a weekend wiping and washing off the silk screen and picking bits of plastic out of the ink and cursing and wasting paper and trying to get out enough readable copies of the paper to satisfy our subscribers.", "bit_nn" means in one word :	383:384
fic_1977_780161.txt-4109-6	bit_nn	In this sentence "Conversations drifted across his consciousness, bits of reality that could not find understanding in his overheated brain. "", "bit_nn" means in one word :	172:173
fic_2006_51046.txt-30-3	bit_nn	In this sentence "Old peas and bits of cereal crunch under my feet.", "bit_nn" means in one word :	97:98
fic_1964_14121.txt-148-7	bit_nn	In this sentence "dying willow tops; each is picking bits of unstranded rope for oakum.", "bit_nn" means in one word :	117:118
mag_2002_383464.txt-63-18	bit_nn	In this sentence "Our contractor called the company several times to get more information, which brings me to the next bit of advice: If you use a kit, make sure the business has a toll free number and someone knowledgeable to advise you over the phone.", "bit_nn" means in one word :	283:284
fic_1972_5633.txt-170-12	bit_nn	In this sentence "And Mike wouldn't be satisfied until she was broken into little bits.", "bit_nn" means in one word :	117:118
fic_1989_10779.txt-861-12	bit_nn	In this sentence "I understand she's already caused some of you to miss a bit of sleep on your previous stops. "", "bit_nn" means in one word :	142:143
fic_1988_780054.txt-220-14	bit_nn	In this sentence "The tall, arching windows along the side walls were made of thousands of bits of colored glass fused together, pictures of paradise painted from fragments of pure light.", "bit_nn" means in one word :	217:218
nf_2008_774725.txt-325-15	bit_nn	In this sentence "// One time my wife, Susie, went over and did the proverbial Midwestern bit of asking to borrow a cup of sugar, and Don?", "bit_nn" means in one word :	168:169
fic_1849_7231.txt-2627-10	bit_nn	In this sentence "The best of us are but sinful, and the bit will get between the teeth. "", "bit_nn" means in one word :	120:121
fic_1860_3347.txt-573-8	bit_nn	In this sentence "Now those cracked plates and saucers, and bits of china, were all the ornaments Maggie had for her house; and they were very precious to her.", "bit_nn" means in one word :	189:190
nf_1837_757476.txt-1114-18	bit_nn	In this sentence "Lay the beef in the middle of the sheet of paste, and put on the top a bit of butter rolled in flour.", "bit_nn" means in one word :	149:150
fic_1859_9037.txt-439-7	bit_nn	In this sentence "said the old lady, " every bit and grain of my comfort is gone, " and removing her spectacles she continued silently rubbing them through her apron till Ellen, who was standing at the window on tip-toe, announced that Jane Stilman was coming with her " changeable silk on. "", "bit_nn" means in one word :	322:323
fic_1833_7321.txt-2268-4	bit_nn	In this sentence "We had a little bit of a tussle here to see who should be appointed agent to go to Washington to tell the President to hold on to the territory down to Madawaska.", "bit_nn" means in one word :	210:211
fic_1856_1552.txt-8126-21	bit_nn	In this sentence "who was only thirty-four; and Miss Ellen whispered back, in reply: -- " She hasn't the slightest bit of shame! "", "bit_nn" means in one word :	160:161
fic_1833_7321.txt-3755-25	bit_nn	In this sentence "I have been to work on it ever since we was at the RipRaps; and tho ' it has been sometimes all pulled to bits, to git in some notions we didn't think on, yet it will look pritty slick, I tell you when it ' s done; and we will lay on paint enuf to kiver up all the cracks and seams.", "bit_nn" means in one word :	330:331
fic_1823_7248.txt-2489-20	bit_nn	In this sentence "Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that", "bit_nn" means in one word :	224:225
fic_1838_7547.txt-2696-2	bit_nn	In this sentence "and a bit of a shrew; Now you dear little thing, light and airy, Pray do nt you think I could hold you?", "bit_nn" means in one word :	151:152
fic_1833_7240.txt-1787-3	bit_nn	In this sentence "There was a bit of paper attached to the bundle, which proved to be a memorandum of the articles it contained, by Mr. G. himself.", "bit_nn" means in one word :	177:178
fic_1851_3300.txt-1984-5	bit_nn	In this sentence "I only see a little bit, but of course you know the rules and", "bit_nn" means in one word :	109:110
nf_1837_757476.txt-767-14	bit_nn	In this sentence "Take a hundred and fifty fine large oysters, and pick off carefully the bits of shell that may be sticking to them.", "bit_nn" means in one word :	163:164
fic_1840_7332.txt-2076-49	bit_nn	In this sentence "One day, when Fanny and Miss Atherton were together in the latter's chamber -- it was one of those gloomy days of autumn when the fire looks so pleasant within and everything so unpleasant without -- on such a day, while Fanny was busied with a bit of fancywork, Miss Atherton was busy in rummaging in her trunks among a number of letters and trinkets, when looking up, she said: " Fanny, what a dull day -- it's enough to give one the horrors to look out;", "bit_nn" means in one word :	504:505
fic_1838_7250.txt-2608-32	bit_nn	In this sentence "He is an independent abstraction -- one of that class, who do not seem aware that any feelings are to be consulted but their own, and who take the last bit, as if unconscious that it is consecrated to that useful divinity " manners; " lads, who always run in first when the bell rings, and can not get their boots off when any body tumbles overboard; who, when compelled to share their bed with another, lie in that engrossing posture called " cattycornered, " and when obliged to rise early, whistle, sing and dance, that none may enjoy the slumbers denied to them; -- in short, he strongly resembles that engaging species of the human kind, who think it creditable to talk loud at theatres and concerts, and to encore songs and concertos which", "bit_nn" means in one word :	793:794
fic_1858_1282.txt-3157-23	bit_nn	In this sentence "Maria, ' she would say, ' of a thing with a weasel of dirty paints in his hands, and a bit of canvas, cut, may be, from some old ship's sail, before him, and he trying to get some curious notion upon it!", "bit_nn" means in one word :	251:252
fic_1844_7081.txt-853-11	bit_nn	In this sentence "Tremblingly she drew from the bosom of her faded frock a bit of green silk.", "bit_nn" means in one word :	123:124
fic_1840_7332.txt-2839-38	bit_nn	In this sentence "She found that individual in, behind his counter, dealing flattery on a bumpkin customer by wholesale, for the purpose of getting a retail profit of a sixpence out of him in the sale of a bit of ribbon for his sweetheart.", "bit_nn" means in one word :	269:270
fic_1830_7238.txt-227-10	bit_nn	In this sentence "and a magnifying-glass, abroad after flowers and butterflies or bits of variegated flint; and there another group, their cheeks flushed with joy and their eyes lighted with girlish hope, ascending and descending by the hour -- like the shapes that were seen by the patriarch -- between the top of the cliff and the narrow beach below, and by a path as like a ladder as a path could well be: here a cottage or two half buried among the trees, and there a fisherman's hut which appears either to have slipped down, hut hedges earth and all, from the very top of the cliff, or to have been carried where it is by a very high tide.", "bit_nn" means in one word :	675:676
nf_1837_757476.txt-537-19	bit_nn	In this sentence "Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour.", "bit_nn" means in one word :	153:154
nf_1849_748465.txt-1596-8	bit_nn	In this sentence "the copies of architectural beauties, and small bits of landscape, by Messrs.", "bit_nn" means in one word :	125:126
fic_1835_7328.txt-1895-71	bit_nn	In this sentence "been through so much excitement as you have lately; and, " continued Willoughby, smiling, " a man who keeps all his passions down with the rein and bit, except his ambition, must expect the blues, as you call them -- particularly, if he has such strong passions, in other respects, as a certain friend of mine, they will get the bit between their teeth, sometimes, and bound away.", "bit_nn" means in one word :	428:429
fic_1811_8637.txt-1110-25	bit_nn	In this sentence "No merchant has been up the country lately, and his majesty is out of paper; so I wrote my official letter on a bit of slate, and here is the copy.", "bit_nn" means in one word :	195:196
fic_1856_1281.txt-3685-0	bit_nn	In this sentence "Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch.", "bit_nn" means in one word :	290:291
mag_1846_523866.txt-135-34	bit_nn	In this sentence "The wild beast in his forest haunt, Must own him for his lord: // The desert steed, no dangers daunt With fiery hoof and flying mane, And mouth unworn by bit or rein, Must feel the lash and cord: And to the neck-encirling yoke, The untamed mountain-bull be broke.", "bit_nn" means in one word :	311:312
fic_1860_9072.txt-1590-18	bit_nn	In this sentence "She had made sufficient pretence of eating, and had found occupation for some minutes past in breaking bits of bread into the leben, or curdled milk, intended for Ayib's breakfast.", "bit_nn" means in one word :	228:229
mag_1832_554167.txt-358-41	bit_nn	In this sentence "Some insects, disgusted with the insecurity of life and property on earth, deposit their eggs, so that their young may first see the light under water; the grubs provide a lodging with leaves, straws, or bits // of stone.", "bit_nn" means in one word :	269:270
fic_1835_7328.txt-40-16	bit_nn	In this sentence "surveyors met, and, notwithstanding long rigmarole remarks from farmer Styles, who was a bit of a scamp, the surveying progressed rapidly.", "bit_nn" means in one word :	186:187
nf_1855_748146.txt-1524-6	bit_nn	In this sentence "I shall send you a little bit of it with regard to Lord Byron, which I for got to send you before, and you can mention it or not, as it suits your pur", "bit_nn" means in one word :	198:199
fic_1855_9053.txt-401-19	bit_nn	In this sentence "Ellie carefully arranged the cover, and suppressing her tears, betook herself to kindling the two or three bits of wood which she had reserved.", "bit_nn" means in one word :	191:192
nf_1859_747504.txt-1366-77	bit_nn	In this sentence "Over the first door are the words, " Hopital des Foux, " over the second, " Hopital des Malades, " and over the third, " Hopital des Gueux " Another caricature represented Law sitting in a large caldron, boiling over the flames of popular mad ness, surrounded by an impetuous multitude, who /z/ were pouring all their gold and silver into it, and receiving gladly in exchange the bits of paper which he distributed among them by handfuls.", "bit_nn" means in one word :	486:487
fic_1830_7238.txt-76-6	bit_nn	In this sentence "It would have passed for a bit of Mexican sculpture, if it had been dug up in that part of the world.", "bit_nn" means in one word :	149:150
fic_1853_9040.txt-3483-43	bit_nn	In this sentence "Nor did he slacken rein till the feet of his work horses struck on the pavement before the main entrance of the house, and with their sides panting against the wide bands of faded leather composing their harness, stood champing the bit, and foaming as though they had run a race.", "bit_nn" means in one word :	327:328
fic_1859_270.txt-4126-24	bit_nn	In this sentence "Two large tears orbed themselves beneath the Professor's lids, - - in obedience to the principle of gravitation celebrated in that delicious bit of bladdery bathos, " The very law that moulds a tear, " with which the " Edinburgh Review " attempted to put down Master George Gordon when that", "bit_nn" means in one word :	338:339
fic_1856_2880.txt-4678-3	bit_nn	In this sentence "" Sorrow a bit of life's left in the old man any how.", "bit_nn" means in one word :	101:102
nf_1837_757476.txt-3891-24	bit_nn	In this sentence "Disperse among the pieces some very small bits of alum, each about the bigness of a grain of corn, and allowing one bit to every pound of the melon-rind.", "bit_nn" means in one word :	201:202
fic_1839_7336.txt-2807-12	bit_nn	In this sentence "But mind ye, I have first got to deliver a little bit of an oration for the benefit of the gentlemen outside, if so be that they're within ear-shot, as I surmise. '", "bit_nn" means in one word :	212:213
fic_1848_7193.txt-9902-12	bit_nn	In this sentence "And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco.", "bit_nn" means in one word :	157:158
fic_1840_7292.txt-1919-10	bit_nn	In this sentence "Here, drink, and let your tongue have a bit of a holiday. "", "bit_nn" means in one word :	107:108
fic_1827_7261.txt-949-17	bit_nn	In this sentence "But why in the name of the Vargin don't you ate sir, and drink a bit of the wine, it will strangthen your stomach. "", "bit_nn" means in one word :	164:165
fic_1860_3347.txt-655-27	bit_nn	In this sentence "here; but they took no notice of the little girl, who walked along so quietly, with her Dove in her bosom, and the bits of china in her pocket.", "bit_nn" means in one word :	191:192
fic_1832_9464.txt-182-10	bit_nn	In this sentence "What hope is there of the quadruped's ever bearing bit or bridle, when even the want of food won't make him docile?", "bit_nn" means in one word :	163:164
nf_1853_747976.txt-1572-25	bit_nn	In this sentence "The last form hut one tool, the stock being the handle, to the bottom of which may be fitted a variety of steel bits of different bores and shapes, for boring and widening out holes in wood and metal, as countersinks, rimers, and taper shell bits.", "bit_nn" means in one word :	295:296
mag_1855_556100.txt-248-14	bit_nn	In this sentence "Much that is false in quality or strained in sentiment he mixes with occasional bits of truth, fresh and vigorous from Nature.", "bit_nn" means in one word :	174:175
fic_1827_7261.txt-944-9	bit_nn	In this sentence "she might well say that -- but divil a bit of her was I going to lave if she hadn't a tould me.", "bit_nn" means in one word :	143:144
fic_1839_7182.txt-2477-6	bit_nn	In this sentence "" I ha'n't seen a bit of meat these six weeks. "", "bit_nn" means in one word :	96:97
fic_1860_9165.txt-3399-17	bit_nn	In this sentence "She isn't grown up yet, but I spoke for her when she was a little bit of a thing.", "bit_nn" means in one word :	129:130
fic_1853_9069.txt-508-4	bit_nn	In this sentence "Of course this little bit of unprofessional practice was followed by a relapse, and it was almost the middle of June before I was again able to go about.", "bit_nn" means in one word :	201:202
fic_1850_7222.txt-1746-26	bit_nn	In this sentence "Let me throw it out, them, to the ladies, who have the power in their hands (though it may seem like a bit of stolidity, and mock seriousness,) -- if it is not better after all, to cultivate the dignity of the Roman matron, or the fidelity of the Spartan mother, though they were", "bit_nn" means in one word :	327:328
fic_1844_7081.txt-2476-7	bit_nn	In this sentence "He says he never knew four short bits ' turn out so well in the long run, and it is his favorite maxim, that a man never loses any thing by being generous.", "bit_nn" means in one word :	203:204
fic_1860_9168.txt-3231-22	bit_nn	In this sentence "Then remembering the note, she handed it to him, and turning toward the fire, stooped down to fix a bit of coal which was in danger of dropping from the grate", "bit_nn" means in one word :	206:207
fic_1824_7285.txt-2633-26	bit_nn	In this sentence "The beautiful steed of Champ was one of the number, and Lee could scarcely restrain his joy, as he saw him proudly champing his bit, and anticipated the pleasure with which his faithful officer would again remount him.", "bit_nn" means in one word :	266:267
fic_1857_9075.txt-723-14	bit_nn	In this sentence "brother, for both were in truth Mrs. Leroy's children, received this bit of pleasantry with a glow of sullen anger, and stretching forth his foot from beneath the table, bestowed a sudden kick on the unruly author of the mischief.", "bit_nn" means in one word :	278:279
fic_1857_9075.txt-1339-30	bit_nn	In this sentence "of delight when Rose feigned a sudden surprise at seeing him, and whose happiness on this morning, reached its climax upon his being summoned within to receive a bit of crisp, brown candy, which she had begged for him from her mother.", "bit_nn" means in one word :	282:283
fic_1845_7170.txt-5018-35	bit_nn	In this sentence "cheese-room, dye-room, sink-room, airy, piazza, hen-roost, cupboard, wardrobe, scullery, with its soap-barrel, pot of soap-grease, a range of shelves filled with rusty nails, bits of iron hoops, broken trays, hammer, wedges, chizel; tar-pot, swill-pail, bench, churn, basket of apples, kittens, chickens, pup, row of earthern milk-pans drying about it -- take it for all in all, we shall never look upon its like again!", "bit_nn" means in one word :	467:468
mag_1832_554167.txt-450-5	bit_nn	In this sentence "Should he come to a bit of gravel, he lays it on his head, and flings it out; should the stone be too large, he shoulders it and carries it on his hack up the sloping side of the pit; if this can not be done, he either leaves the pit or works the stone into the wall.", "bit_nn" means in one word :	315:316
fic_1828_7245.txt-2249-12	bit_nn	In this sentence "I pray you therefore -- -- Stooping down and searching for a bit of brick, and grinding it to dust with his heel -- I pray you therefore to let me go forth -- -- Bedaubing his whole visage with it, before he lifted his head -- You can not save me, nor help me -- Shouldering up his blanket and grasping a short rifle.", "bit_nn" means in one word :	365:366
mag_1858_506103.txt-91-18	bit_nn	In this sentence "It was no difficult work to follow the course the brute had taken with his victim, for bits of clothing and hair and stains of blood were plentiful enough on the bushes through which he had dragged his prey.", "bit_nn" means in one word :	255:256
fic_1859_9037.txt-3196-40	bit_nn	In this sentence "Emily Brown and one of Fanny's sisters were with her up stairs, and when her mother came in and told her in plain words, that Philip had come drunk to be married, Em said that every bit of color left Fanny's face.", "bit_nn" means in one word :	261:262
fic_1854_70.txt-2006-30	bit_nn	In this sentence "They lay mingled with other natural stones, some of which bore the marks of having been burned by Indian fires, and some by the sun, and also bits of pottery and glass brought hither by the recent cultivators of the soil.", "bit_nn" means in one word :	269:270
fic_1853_9158.txt-97-26	bit_nn	In this sentence "His horse, endowed as it would seem with an instinctive knowledge of what was in the wind, did not so much as champ its bits, much less paw up the ground, or neigh,", "bit_nn" means in one word :	212:213
fic_1835_5605.txt-2784-10	bit_nn	In this sentence "He dipped pretty largely into Mexican mines, and was bit; he undertook to improve the breed of horses in Peru, and was bit; he attempted to establish steam cotton-factories in Colombia, and was bit; he bought largely into a Chilian Steam-boat Company, and was bit; till, finally, he resolved to visit South America himself, " to", "bit_nn" means in one word :	376:377
fic_1856_9779.txt-6280-1	bit_nn	In this sentence "A bit of hoecake, and a slice of cold, fried bacon -- the latter an unwonted luxury in his dungeon -- were brought to sustain the boy in his up-hill labors with Poor Pilgrim.", "bit_nn" means in one word :	222:223
fic_1848_7193.txt-4338-5	bit_nn	In this sentence "" Just read me a bit of fresh Court news, will you? "", "bit_nn" means in one word :	101:102
fic_1834_7032.txt-942-15	bit_nn	In this sentence "The latter sat with her cheeks flushed, biting the fingers of her gloves into bits, with side-long glances at me, and a malicious smile upon her face.", "bit_nn" means in one word :	198:199
fic_1848_7265.txt-153-9	bit_nn	In this sentence "The boys had planted their feet on a little bit of an island, around which the water gurgled; and Clapham, turning his eyes from the brook to the wooded hills, lit up with a shower of golden light, said, " Hal, is not this here brook a pretty kind of looking-glass? "", "bit_nn" means in one word :	315:316
fic_1827_7270.txt-1387-42	bit_nn	In this sentence "" You shall be served, sir; and with the better will, since you seem to be, as it were, of a God-serving turn, -- but walk in, your worship, and sit down in my bit of a place; which, though a homely one, and within the four walls of a jail, is, I thank the Lord, like that into which Paul and Silas were thrust, a place where prayers and praises are often heard. "", "bit_nn" means in one word :	412:413
fic_1860_9188.txt-2010-27	bit_nn	In this sentence "The captain reached us and then tried to stop his headway; but the ancient horse had an iron jaw calloused by long use, that no bit would twist or hurt, and it was plainly apparent that, once under weigh, and propelled by the complex motions of the entire machinery, he could not stop if he would. "", "bit_nn" means in one word :	347:348
fic_1860_616.txt-648-21	bit_nn	In this sentence "If I were to do just as I like, at this moment, I should fling myself down after that bit of lime.", "bit_nn" means in one word :	146:147
fic_1848_7265.txt-1990-27	bit_nn	In this sentence "of water, he found then, and from that time henceforth, prepared neatly, on a little waiter, bread, butter, and a bit of cold meat.", "bit_nn" means in one word :	179:180
fic_1852_2751.txt-14751-9	bit_nn	In this sentence "After a little, the roadway descended into a bit of smooth meadow, well walled in with trees, and lost itself there.", "bit_nn" means in one word :	164:165
fic_1859_270.txt-502-14	bit_nn	In this sentence "The engine lays one of ITS fingers calmly, but firmly, upon a bit of metal; it is a coin now, and will remember that touch, and tell a new race about it, when the date upon it is crusted over with twenty centuries.", "bit_nn" means in one word :	262:263
fic_1823_7214.txt-2604-6	bit_nn	In this sentence "Yon gallant steed impatiently champs his bit, as if he longed for his lovely burthen. "", "bit_nn" means in one word :	135:136
fic_1856_1281.txt-1700-30	bit_nn	In this sentence "And your wives, like sensible women, as our wives and daughters are, would, if by accident they did meet them, never let you have a bit of sleep until you sent them to old Graspum's flesh-market, had them sold, and the money put safely into their hands.", "bit_nn" means in one word :	301:302
fic_1830_7238.txt-2264-83	bit_nn	In this sentence "Thus you will see a shopkeeper parading about with mustaches; a soldier prattling to a girl about ribbons and gew-gaws; a man of great science, who never knew how to make a tolerable bow, tripping up a room as if he were employed to walk a minuet, while a dancingmaster of the upper class would play the lounger by trade; here a cast-iron political economist trying to remember a line of poetry, or to introduce a bit of a metaphor -- a bad one too -- where ever so good a one would be out of place; and there a poet losing himself utterly on the subject of free-trade; here a man of wit playing the fine-gentleman, there the fine-gentleman crowding himself into a group of authors, and affecting to deal in repartee -- here a sketchpainter who would be a critic, there a critic who would be a a painter; here a fellow with a -- but enough.", "bit_nn" means in one word :	888:889
news_1985_668615.txt-35-11	bit_nn	In this sentence "On this cruise, the entourage numbers 147 people, including bit players, technicians, family and friends of the regular cast and guest stars.", "bit_nn" means in one word :	189:190
fic_1982_10687.txt-6608-7	bit_nn	In this sentence "I don't like this one fucken bit, Garbageman whispered to himself.", "bit_nn" means in one word :	114:115
fic_1982_10698.txt-560-9	bit_nn	In this sentence "It was freezing solid as it moved forward -- bits were breaking off like glass -- but it was still advancing toward the ship, a black tidal wave, slowing down all the time.", "bit_nn" means in one word :	220:221
fic_2009_36638.txt-804-0	bit_nn	In this sentence "Bits of tea leaves clung to the inner curves of the broken cup.", "bit_nn" means in one word :	111:112
news_1977_733231.txt-42-17	bit_nn	In this sentence "They say we're unduly concerned about 240 kids, but our concern is that a little bit of integration is like being a little bit pregnant?", "bit_nn" means in one word :	184:185
mag_1961_477716.txt-99-41	bit_nn	In this sentence "He may, as a matter of logic alone, be making a rather vacuous assertion (if you read him with great literalness) when he insists that the Bill of Rights guarantees are " absolutes, " since every bit of " balancing " that could possibly enter into the qualification of these rights can enter just as well into their definition as into a process of denying them " absolute " force after they are defined.", "bit_nn" means in one word :	451:452
fic_2009_36750.txt-54-11	bit_nn	In this sentence "The prosecutors sat at their table and fiddled with pens, bit nails, and adjusted ties.", "bit_nn" means in one word :	135:136
