identifier	lemma	context	indices_target_token
1970-2015_gress_222	gress	In this sentence "Lekeplassen må dreneres grundig eventuelt med sluk, så ikke snøsmelting, teleløsning, regnperioder og vannlek kan gjøre lekeområdet übrukelig. Overflaten bør varieres med f.eks. grus, singel, sand, jord, stein, tretremmer og gress.", "gress" means in one word :	278:279
1929-1965_gress_225	gress	In this sentence "Elva bukter seg med de samme flate breddene på to sider. Nederst den lang-grunne sand-stranda, ofte med småstein, så kommer en bratt skråning dannet av sand og grus, så et stykke høyere den skarpe rand hvor gress og mose og skogen begynner. Opp hit er det elva stiger hver vår, og forskjellen i høyde kan vaere mere enn 10 m. Det er påfallende hvor meget høyere og brattere den østre elve-bredden er enn den vestre overalt her oppetter. Som jeg før har sagt, kan det ikke i dette strøk, hvor alt er løst materiale, skyldes annet enn virkninger av Jordens omdreining.", "gress" means in one word :	613:614
1929-1965_gress_415	gress	In this sentence "FRELSNINGSARKEN Stinn og lutrygget gikk Benjamin Johanna på Arnøiholmen ovenom flomålet og skar gress.", "gress" means in one word :	149:150
1970-2015_gress_182	gress	In this sentence "Gundersen, Kr.sund hadde imidlertid dårlige erfaringer med gress i sektorene.", "gress" means in one word :	124:125
1929-1965_gress_378	gress	In this sentence "Det strålte op, da de nikket vennlig til ham og bad ham ta det med ro, for nu skulde de hjelpe ham med å få kua op. Å, han hadde vaert så fortvilet! Blomros, bjellekua, hadde gått sig uti nu det lakket mot kvelden og var evig langt til folk. Jan Didrik og bohusleningen tok tak fra hver sin kant, gjaeter gutten drog i halen, Blomros hjalp til så godt den kunde — og med et dypt sukk måtte myren gi slipp på sitt bytte. Blomros ristet litt på bakbenene, slo et par slag med halen, og gav sig så til å rispe av gresset ved myrkanten.", "gress" means in one word :	579:580
1970-2015_gress_29	gress	In this sentence "Reiret bygges av hunnen og fores med tørt gress og fine strå. Vanligvis legges 4-5 egg som ruges av hunnen i 12-14 døgn. Eggene varierer sterkt i farge, noe som tyder på at arten er utsatt for sterk parasittering av gjøk.", "gress" means in one word :	268:269
1970-2015_gress_20	gress	In this sentence "Som ild i tørt gress! Hvorfor er det billede så godt? Fordi gresset var tørt, det hadde ikke mere av de livgivende safter i sig . . .", "gress" means in one word :	180:181
1929-1965_gress_128	gress	In this sentence "Den før nevnte genius hadde sin fulle hyre, men også sin store fornøyelse disse dagene; det var riktig en «djevelens dansesal» den loset dem over. En dag oppe i iskløftene fant de vann. Nansens skildring formelig svulmer av lyrikk over de vannsvulmende maver. Den 24 september var de endelig nede av isen og satte foten på bår mark. «Ord kan umulig beskrive hva det var for oss bare å føle jord og stein under føttene, det velvaere som rislet gjennom oss ved å føle lyngen bøye seg under sålen, og kjenne en vidunderlig duft av gress og mose».", "gress" means in one word :	590:591
1970-2015_gress_2	gress	In this sentence "3 Som seg en far så kjaerlig / forbarmer over sine små, / så lar vår Gud oss herlig / sin nåde ny hver morgen få. Han vet at vi er svake, / lik gress som visner hen, / slett intet blir tilbake / som reiser seg igjen. Se, høstens stormer jager / og feller skogens traer, / slik ender våre dager, / vår siste stund er naer. 4 Guds miskunnhet alene / står fast i tid og evighet / for dem som vil ham tjene, / hans kjaere barn og menighet.", "gress" means in one word :	482:483
1929-1965_gress_342	gress	In this sentence "Den alene fornam blodet. ♦ Bekken, hvori Kristen Storstu vasket sine blodvåte fing* rer, var den koldeste i dalen. Fra bratteste groven kom den, ut av blåe berget i strak, iskold strøm; boblet og skummet i skogvill latter mellem rød sten og hvit sten, hvor ormegress vokste frodig over; smatt under trerot og hemmelig gressvoll fremved skigarden øverst i Storstujordet; drog så i strak og strøm jordet nedover, i sving forbi vassstroen og fremover til gjerdet ved aJlmannveien, dypt gjemt i gress med blom av karve og hundekjeks og kråkefot og en og annen kvannrotstjelk iblandt.", "gress" means in one word :	626:627
1929-1965_gress_243	gress	In this sentence "Det var en stor overraskelse å se den store forandring som landskapet omkring Belusja*bay hadde undergått i den korte tid siden sist vi var der. Hele «gåselandet» var nu omtrent snebart og over de sydvendte bakkeheld lå der et grønnlig skjaer av det frem* spirende gress.", "gress" means in one word :	318:319
1929-1965_gress_399	gress	In this sentence "Blomster og skog og gress ga oss sin vekst og fred, så vi må blø med alt liv som blir trampet ned. Dyp er vårt hjemlands muld. Hemmelig er vi ett med hver en sorg som gror. Men det er ikke rett. For vi har tapt vårt land, tapt det fra hav til fonn. Og skal vi vinne det, skjer ikke det ved ånd. Her er vårt land: En øy. Blesten går strid og kald.", "gress" means in one word :	393:394
1929-1965_gress_388	gress	In this sentence "Undertiden har man ingen av de foran nevnte planter pa myren, enten fordi myren ikke har vaert skikket for frembrmgelse av sådan vegetasjon, eller fordi plantene er ddelagt ved slått eller beitning. Under slike forhold har det vist sig hensiktsmessig å bedomme myrens kvalitet efter de gress og urter som optrer,oe efter overflatelagets struktur.", "gress" means in one word :	393:394
1970-2015_gress_8	gress	In this sentence "I løpet av tre år og 650 dugnadstimer ble skog hogget, matjord kjørt på og gress sådd langs bredden. Bunnen ble ryddet og dekket med sterk plastduk før 300 m 3 sand ble fylt på. Toalett-bygg ble satt opp og parkeringsplasser anlagt. Vei fram ble bygget i forbindelse med anlegg av ny kraftlinje. Struperud", "gress" means in one word :	352:353
1929-1965_gress_51	gress	In this sentence "Llgen nar ogBa en av sine beste trakter pa Oplandene ner. og mangen en Btolt bringe nar mattet bite i gresset om liksten, bade kor innenbvgdB og utenbvgdB skvttere. sa kelt kra 'lvskland er de kommet na og da. Ja, nå kom jeg nok langt bort fra det egentlige seterbruk; men multsanking, fiske og jakt hører også seterlivet til, og selv om det økonomiske utbytte ikke alltid er så stort, fortjener det dog sin omtale. Nu får vi se å finne igjen Bernt. .", "gress" means in one word :	498:499
1970-2015_gress_98	gress	In this sentence "For detaljene omkring avhøret vises det til redegjorelsen ovenfor i punkt 3.4.2.5. 112 Utvalget viser her også til vedlegg til Sandberg 2000 Torunn-saken, vitneforklaring fra JEH og AH avgitt til Tore Sandberg 23. september 1999. 113 Sandberg 2000 Torunn-saken side 82. Fritz Moen og norsk strafferettspleie =i Kapittel 4 Imidlertid følger det av åstedsrapporten at gresset på hele sletten ble slått den 19. og 20. oktober 1977, altså før første rekonstruksjon 24. oktober 1977. 117 Politibetjent Torbjørn Kalland har forklart til utvalget at alle band og lapper var fjernet under begge rekonstruksjonene.", "gress" means in one word :	652:653
1929-1965_gress_141	gress	In this sentence "Jeg kan telle optil åtte hus herfrå hvor jeg står, alle sammen bygd i kinesisk stil med krumme svaie tak og grønne, ildspyende drager av fajanse som snor sig langs mønen mellem alle slags snirkler og kruseduller og blomster og gress av porselen. Bygningene ligger omkring et åttekantet tempel eller en lav pagode, hvis underste tak blir støttet op av rødmalte søiler.", "gress" means in one word :	414:415
1970-2015_gress_164	gress	In this sentence "Jordsmonnet var fruktbart ifølge en tidligere bonde jeg ble kjent med, og der hvor grunnen ikke var opptatt på annen måte, fantes traer, gress og andre planter. Noen folk dyrket visse planter og urter til medisinsk, gastronomisk og rituell bruk, mens andre spirer og nytte - vekster vokste vilt.", "gress" means in one word :	342:343
1929-1965_gress_438	gress	In this sentence "En behagelig nyhet, der som ild i vissent gress forplantet seg til passasjerene på alle tre plasser:", "gress" means in one word :	147:148
1970-2015_gress_171	gress	In this sentence "Naerlekeplass, sandlekeplass 50 m 50 m indre sone: 50 Kvartals- 1500 - 2000 m 2 lekeplass 25 - 200 150 m I+oo m 1000 m 2 Ballfelt 150 - 600 grus-, asfaltdekke 3-5000 m 2 gress NTH, Inst. f:r by- og regionplanlegging:", "gress" means in one word :	263:264
1929-1965_husrom_82	husrom	In this sentence "Men sa begynte skogen å vokse op, og guttene matte annetsteds hen med sitt bal. \\Og så blev det slik at utibynguttene (eg iunibynguttene måtte ha hver sitt, og der er en stadig kappestrid om hvem der har gildeste bålet, — nu visstnok den eneste levning av striden utibyen og innibyen. / Guttene ja. Som annensteds i verden vil barna more s'g ogsa i Florø, bade gutter og jenter. Saerlig i den første tid var det ofte traugt om husrom. Lek og moro matte da for en stor del drives utendørs. Sa lenge det var langt mellem husene, ,var det ikke sa vanskelig om pluss.", "husrom" means in one word :	611:612
1929-1965_husrom_22	husrom	In this sentence "En viss reaksjon mot vidtgående granskningsrett av private husrom kan man finne i den nye forsyningslov av 14/12 1956 § 12, 2. ledd, se Ot. prp. nr. 51 (1955) s. 17, 1. spalte.", "husrom" means in one word :	224:225
1970-2015_husrom_129	husrom	In this sentence "En side ved utleiers plikt til å stille husrommet til leierens disposisjon i samsvar med avtalen er at utleieren skal sørge for at det hersker vanlig ro og orden i eiendommen. Denne siden av plikten til å stille husrommet til leierens disposisjon kommer til uttrykk i husleielovens § 18 syvende ledd.", "husrom" means in one word :	348:349
1970-2015_husrom_90	husrom	In this sentence "Når husrommet ikke overleveres i rett tid eller har mangler, bør leieren kunne endre eller holde tilbake sin egen ytelse uten hensyn til om utleieren har gjort seg skyldig i feil eller forsømmelse.", "husrom" means in one word :	245:246
1929-1965_husrom_80	husrom	In this sentence "Det var et feilgrep at kystfestningene ikke ble fullt mobilisert allerede ved krigsutbruddet og en feil at deres forsvarsberedskap ble ytterligere svekket ved sløyfing av de dekningsmannskaper som var innkalt i første omgang. Mangelen på husrom for mannskapene kunne ha vaert overvunnet ved privat innkvartering og brakkebygging.", "husrom" means in one word :	377:378
1929-1965_husrom_18	husrom	In this sentence "Ved midlertidig lov av 25. juni 1954 om regulering av leie for husrom m.v. ble det opprettet saerlige kommunale husleienemnder til å treffe avgjørelse som første instans i individuelle saker etter loven.", "husrom" means in one word :	251:252
1970-2015_husrom_258	husrom	In this sentence "Det framgår av annet ledd at leie av husrom bestemt til ferie- eller fritidsbruk faller utenfor husleielovens virkeområde. Bakgrunnen for begrensningen i lovens rekkevidde er at mange av reglene vil passe dårlig på husrom som skal nyttes til slike formål. Avtalen vil gjerne vaere temmelig kortvarig, og leieren har' til vanlig ikke nevneverdig behov for vern mot urimelige avtalevilkår.", "husrom" means in one word :	435:436
1929-1965_husrom_39	husrom	In this sentence "Sysselsettingsloven av 27/6 1947 § 13 gir klagerett til «den som blir nektet bistand», i råfiskeloven av 14/12 1951 § 4 er det «dem som nektes godkjenning eller hvis tillatelse blir trukket tilbake», og i entreprenørloven av 24/10 1952 § 8 er det «søkjaren» som kan klage. Detaljerte regler om hvem ankeretten tilkommer, kan man finne i loven om arbeidsløysetrygd av 24/6 1938 § 22 sitert foran under e (3). Av nyere lover som uttrykkelig angir hvem klagerett tilkommer, kan nevnes prisloven og lov om regulering av leie for husrom av 28/6 1957. Etter prislovens § 50 er det bare «vedkommende ervervsdrivende» som har rett til å klage. Andre som måtte vaere «interessert» i avgjørelsen, har ikke klagerett.", "husrom" means in one word :	754:755
1970-2015_husrom_505	husrom	In this sentence "Her gis en ektefelle på «begges ansvar» rett til å treffe disposisjoner «for det daglige hushold eller oppfostringen av barna som sedvanlig blir foretatt i disse øyemed, herunder avtale leie av husrom som er bestemt til felles bolig».", "husrom" means in one word :	282:283
1929-1965_husrom_35	husrom	In this sentence "Lov om regulering av leie for husrom av 28/6 1957 § 20, 4. ledd, fastsetter at partene «skal gis skriftlig melding om nemndas vedtak og om klageadgangen. ...» Fremmedloven av 27/7 1956 § 6, ledd:", "husrom" means in one word :	243:244
1929-1965_husrom_23	husrom	In this sentence "Det kan videre vises til bestemmelser i følgende lover: Vassdragsloven av 15/3 1940 § 125 nr. 1 jfr. nr. 3, lov om ekspropriasjon og byggeforbud m. v. av 19/7 1946 § 7, 1. ledd, midlertidig lov om avvikling av tvungen avståelse av husrom av 30/6 1950 § 4, siste punktum, prisloven av 26/6 1953 § 10, 4. ledd, jfr. regler om prisrådet fastsatt ved kgl. res. av 19/3 1954 §§ 10 og 13, lov om tilskiping av jordbruk av 18/3 1955 § 30, 2. ledd, lov om friluftslivet av 28/6 1957 § 26, midlertidig lov om regulering av leie av husrom m. v. av 28/6 1957 § 20.", "husrom" means in one word :	601:602
1970-2015_husrom_361	husrom	In this sentence "I tillegg kreves det at dyreholdet ikke er til ulempe for utleieren eller de øvrige brukere av eiendommen. Medfører dyreholdet støy, übehagelig lukt e.L, vil dyreholdet ofte kunne vaere til ulempe, og det samme gjelder dersom noen av brukerne får fysisk übehag som følge av dyreholdet, for eksempel allergireaksjoner. Til § 6-4 Tilsyn, vedlikehold og forandringer Paragrafen pålegger leieren å gi utleieren eller andre personer adgang til husrommet for utføring av bestemt angitte gjøremål.", "husrom" means in one word :	538:539
1970-2015_husrom_611	husrom	In this sentence "Et stort antall tilfeller av helt eller delvis fri bolig i arbeidsforhold faller således utenom både folketrygdlovens og skattebetalingslovens regler. I en del tilfeller blir fordel av fritt husrom i praksis heller ikke skattelagt. Dette gjelder eksempelvis når arbeidsgiver stiller til disposisjon brakkerom eller hybel for familieforsørger som har sitt hjem på annet sted.", "husrom" means in one word :	422:423
1970-2015_husrom_409	husrom	In this sentence "Er oppsigelsesfristen lang, kan det tenkes at plikten til å medvirke til visning først blir aktuell en tid etter at oppsigelse er gitt. Har leieren protestert mot en oppsigelse fra utleiers side etter reglene i § 10-12, plikter han ikke å gi leiesøkende adgang til husrommet før oppsigelsen er godtatt av retten.", "husrom" means in one word :	360:361
1929-1965_husrom_29	husrom	In this sentence "I Finansdepartementets forskrifter av 14/9 1954 om organisasjon m. y. for utvalg til bistand for Prisdirektoratets distriktskontor i saker etter midlertidig lov om regulering av leie for husrom m. v. av 25/6 1954 heter det i § 2 bl. a.: «Muntlige uttalelser som partene gir til distriktskontoret, jfr. lovens § 15, må nedtegnes og legges frem for utvalget med sakens øvrige dokumenter.»", "husrom" means in one word :	434:435
1929-1965_husrom_83	husrom	In this sentence "En er blitt stama, vev. -; f« r v,nTfl til don navaerende bestemmelse, innskrennning i iornoia en aoii uavae slik at private husrom bare kan besiktiges av forsyningsmyndighetene i forbindelse med en alminnelig opptelling av private beholdninger eller for å kontrollere riktig- r,-ry R«lY\\Y\\ P T TUPbO fOT Ut 101 i U g heten av opplysnmgor som danner grunru. 0 i + r-\\-\\r-n tiiphUrie av varer.", "husrom" means in one word :	440:441
1929-1965_husrom_53	husrom	In this sentence "Under enhver omstendighet har vi her et viktig område hvor domstolskontrollen er avskåret. 14. Etter lov om regulering av leie for husrom m.v. av 28/6 1957 § 19 skal det i hver kommune vaere en kommunal husleienemnd på 3 medlemmer (jfr- foran s. 58 — 59). Husleienemnda kan bl. a. sette et husroms basisleie ned eller opp hvis den «finner at basisleien er uforholdsmessig høy eller lav», jfr. lovens § 7. Lovens formulering hindrer at nemndas avgjørelse av dette spørsmål kan prøves av domstolene. 15. Et kontrollområde hvor det har vaert til stede behov for å tillegge den endelige avgjørelse til et saerskilt organ er bankinspeksjonen.", "husrom" means in one word :	685:686
1929-1965_husrom_121	husrom	In this sentence "Med hjemmel i loven fikk slike fanulier rekvirert husrom i f. eks. enebohger på Blommenholm, efter de normer som gjaldt for det antall rom en familie efter sin størrelse hadde krav på å disponere i sitt eget hus. Det samhold som oppstod under krigen var vel en medvirkende årsak til at dette stort sett gikk bra. Såvidt jeg har kunnet se av protokollene, var det aldri nødvendig for Vellet å blande seg opp i slike problemer.", "husrom" means in one word :	473:474
1970-2015_husrom_262	husrom	In this sentence "Bestemmelsene i dette kapittel kan fravikes i avtale om leie av lokale. Til § 2-1 Tidspunkt for overlevering Paragrafen inneholder bestemmelser om på hvilket tidspunkt utleieren plikter å stille husrommet til leierens disposisjon, og på hvilket tidspunkt utleieren anses for å ha oppfylt denne forpliktelsen. Bestemmelsen, som gjelder både ved leie av bolig og ved leie av lokale, er en videreføring av gjeldende husleielov § 13 første ledd, men inneholder også enkelte nydannelser.", "husrom" means in one word :	530:531
1970-2015_husrom_387	husrom	In this sentence "I tredje ledd er det bestemt at reglene om erstatningsansvarets omfang i § 2-14 gjelder tilsvarende for hovedleierens ansvar overfor framleieren. Til §8-6 Opptak i husstand Paragrafen gir leier av bolig adgang til å ta inn husstandsmedlemmer i husrommet. Den er en videreføring av gjeldende husleielov § 24 andre ledd annet til fjerde punktum, men det er foretatt noen mindre endringer i forhold til gjeldende lov. Grunnvilkåret for å ta inn andre i husrommet med hjemmel i denne bestemmelsen er at vedkommende skal bli et husstandsmedlem.", "husrom" means in one word :	587:588
1970-2015_husrom_381	husrom	In this sentence "Han må da betale full leie for den gjenstående del av leieperioden selv om han er helt avskåret fra å bruke husrommet - riktignok med fradrag for det utleieren kan oppnå ved ny utleie. Regelen i § 8-3 kan ikke påberopes fordi fravaeret ikke er midlertidig. Tilsvarende gjelder ved leie av lokale; leieren kan komme i en vanskelig situasjon dersom han er avskåret fra å bruke husrommet selv, samtidig som oppsigelse er utelukket. Utleiers interesser er ivaretatt ved at han kan velge mellom å tillate framutleie og å godta en oppsigelse fra leieren.", "husrom" means in one word :	596:597
1970-2015_husrom_67	husrom	In this sentence "Den någjeldende husleielov inneholder bare noen få regler som behandler spørsmålet om når husrommet har en mangel. Etter gjeldende rett må en således i stor utstrekning falle tilbake på en tolking og utfylling av leieavtalen.", "husrom" means in one word :	273:274
1929-1965_idiot_53	idiot	In this sentence "Man biter ten* nene sammen og blir stående som en idiot og op* føre pantomimer til sitt folge; snakke er naturlig* vis haapløst mellem alle disse hvislende, fraesende og dundrende maskin*mysterier, som man synes djevler må ha utspekulert.", "idiot" means in one word :	285:286
1970-2015_idiot_1	idiot	In this sentence "Denne gledesdreperen av en idiot og svakelig mannsskikkelse skal ikke få fullføre sitt verk! Krymp ikke av regresjon!»", "idiot" means in one word :	165:166
1970-2015_idiot_7	idiot	In this sentence "Videre må idioter holdes for seg, akutt sinnssyke for seg osv.", "idiot" means in one word :	109:110
1929-1965_idiot_48	idiot	In this sentence "— Jeg tenkte et øieblikk på det. — De vilde vaert en idiot hvis", "idiot" means in one word :	110:111
1970-2015_idiot_3	idiot	In this sentence "Slik er andens underfulle kraft, slik ytrer sig dens guddommelige allmakt her midt iblandt oss og like for våre øine. Og denne underbare skapermakt har yttermere på et visst tidspunkt av utviklingen, plutselig og uformodet som alltid, satt en flokk idioter inn i verden som tror de kan forklare alt denslags ut fra «arv» og «miljø», to ord som de seiv i den anledning har oppfunnet og som ingen vet hvad er. Si så at der ikke skjer mirakler, til og med mirakler som legger et mildt ironisk skjaer over hele denne gådefulle verden. Det er virkelig sandt at Gud undertiden smiler, sommetider har man inntrykk av at han ler høit.", "idiot" means in one word :	673:674
1929-1965_idiot_9	idiot	In this sentence "Og de dekker hverandre, de to begrepene; så stor relativ frihet som vi mennesker kan opna når vi ved å bruke fornuften. Det er min tro ennå, min livstro kan jeg kalle det, at lot vi oss lede av den, fru Torsen, lyttet vi alltid til den, i oprørets time også, så vilde den vise oss veien vi kar a gå. Den har nemlig enorme utviklingsmuligheter når den øves! Jeg snakker ikke om idioter og mindreverdige — jeg snakker om Dem og mig! Vi to vet at fornuften svarer når vi anker til den, hvad? Og vi vet at svaret ikke alltid behager oss, hvad? Ja, vi vet med vår fornuft, at iengslen, Deres. «evige» lengsel, ofte er vår arvefiende, er fristeren som lokker oss vekk fra veien !", "idiot" means in one word :	720:721
1929-1965_idiot_40	idiot	In this sentence "Ti nu kan man da naere det håp at nogen flere tusen» l idioter kan bli slått ihjel om året enn ellers.»", "idiot" means in one word :	150:151
1970-2015_idiot_2	idiot	In this sentence "Nyttige idioter Kulturfolket har selv et ansvar for situasjonen.", "idiot" means in one word :	111:112
1970-2015_idiot_4	idiot	In this sentence "I Magasinet for Fagorganiserte (nr. 3 Mars 1999) slo Odd Harald Røst fast at: «statsråd Ragnhild Queseth Haarstad har ved å gi dispensasjon fra valgloven blåst støvet av Lenins ord om folket som nyttige idioter for eliten».", "idiot" means in one word :	270:271
1970-2015_idiot_5	idiot	In this sentence "Et ytterligere tidstypisk trekk syntes å vaere at Pablo hadde bestemt seg for at det var «slutt på ' La Charca&gt;s poliklinikk'», uansett om hans strategi lyktes eller ikke. I egne ord ønsket han ikke lenger vaere en «naiv idiot som ga uten å få igjen» (comemierda).", "idiot" means in one word :	314:315
1929-1965_idiot_24	idiot	In this sentence "Jeg er gal, Elling! En idiot er jeg!", "idiot" means in one word :	83:84
1929-1965_idiot_41	idiot	In this sentence "Hvis variasjonsbredden hadde vaeret likestor hos kvinner som hos menn, likestor i begge kjønn, så vilde hele den menneskelige civilisasjon ha vaeret en annen, enn den er idag. Hadde kvinnenes variasjonsbredde i alle forhold vaeret så stor som menns, så vilde vi blandt kvinner hatt likeså mange genier som blandt menn. Men vi vilde da også blandt kvinner hatt likeså mange åndssvake, idioter og defekte som blandt menn, likeså mange storforbrytere, kjeltringer og moralsk dårlige individer som blandt menn. Sannsynligvis vilde en sådan tingenes ordning ført til all kulturs undergang, ialfall på et meget tidligere tidspunkt enn efter den nuvaerende verdensorden.", "idiot" means in one word :	710:711
1970-2015_idiot_8	idiot	In this sentence "Det er beslutningsprosesser det er behov for opplaering i. Avgjørelser blir tatt over hodet på folk hele tiden. Med større bredde i opplaeringen og delegering av myndighet, kan den enkelte rette opp feilene sine i stedet for å sitte der som en idiot når ledere ombestemmer.", "idiot" means in one word :	320:321
1929-1965_idiot_10	idiot	In this sentence "I oktober blev Marinedivisjonen sendt til Antwerpen; en åndeløs natt gikk ryktet at de skulde holde stillingen til siste mann. «Jeg tenkte ikke (som jeg hadde ventet) for en fordømmede idiot jeg hadde vaert som ikke hadde skrevet mer og gjort forskjellige ting bedre og vaert mindre selvisk.", "idiot" means in one word :	338:339
1970-2015_idiot_6	idiot	In this sentence "Kun idioter gikk frivillig med på slikt nonsens, mens vi andre søkte adspredelse i tilvaerelsen på annen måte, etter fantasi og evner.", "idiot" means in one word :	181:182
1970-2015_idiot_0	idiot	In this sentence "Jeg ble ganske enkelt forbannet og kom i heftig diskusjon med far. Han mente at slike idioter som jeg måtte interneres eller skytes som landsforraedere i en kommende krig.", "idiot" means in one word :	218:219
1929-1965_idiot_59	idiot	In this sentence "Hele byen er igjen klokere enn jeg. Nu har de alle forstått helt fra først av at Faste var en gal mann, bare idiot på en annen manér enn broren! . . .", "idiot" means in one word :	197:198
1929-1965_idiot_37	idiot	In this sentence "Av alle individer som fødes innen det tyske rike, sier Lenz. er eller blir på grunn av arvelige anlegg: Åndssvake 1,5 procent, idioter 0,25 pet., sinnssyke 1.5 pct v epileptikere 0,15 pet., psykopater flere pet., åndelig ikke fullverdige ca. 10 pet.", "idiot" means in one word :	296:297
1929-1965_idiot_30	idiot	In this sentence "Men så tok sinnet ham. Og han begynte å skjelle ut disse gamle idiotene som ingenting kunne skjønne.", "idiot" means in one word :	147:148
1929-1965_idiot_7	idiot	In this sentence "Noget lignende kan man jo også se hos hunder eller rovdyr i en zoologisk have. Men hos disse dvr er dog slike driftsutslag inngått i en normal livsform. Det er ikke tilfelle for den menneskelige idiots vedkommende.", "idiot" means in one word :	261:262
1980-1990_innstilling_4055	innstilling	In this sentence "8.7 VAREMERKELOVKOMITÉENS INN- STILLING AV 1958 Spørsmålet om innføring av bruksplikt i Norge for registrerte varemerker er behandlet i innstilling til lov om varemerker av 1958.", "innstilling" means in one word :	231:232
2012-2019_innstilling_6310	innstilling	In this sentence "Store svingninger i oljeprisen førte også til store svingninger i hvor mye oljepenger Norge kunne bruke over budsjettet hvert år på 1980- og 90-tallet. Tempoutvalget og oljefondet Tempoutvalget, som ble ledet av Hermod Skånland, overrakte sin innstilling til Olje- og energidepartementet 20.april 1983.", "innstilling" means in one word :	355:356
1980-1990_innstilling_667	innstilling	In this sentence "Representanter oppnevnt etter innstilling fra forskningsrådene, universitetene, Norsk Studentunion, Norges kunstnerråd.", "innstilling" means in one word :	172:173
2012-2019_innstilling_10963	innstilling	In this sentence "Da Wylie først varslet om persondataene, trodde han at Facebook ville bidra til å avdekke skandalen og endre innstillingen til personvern, skriver Aftenposten.", "innstilling" means in one word :	212:213
1980-1990_innstilling_863	innstilling	In this sentence "OVERSIKT OVER DE ENKELTE KAPITLER Hovedstrukturen i denne innstillinga er firedelt.", "innstilling" means in one word :	136:137
2012-2019_innstilling_11950	innstilling	In this sentence "– Jeg tenker at den enstemmige innstillingen fra valgkomiteen ble godt tatt imot. Valgkomiteen har gjort en god jobb og gjort kloke valg til slutt, sier Hopsø. Giske: - I tråd med mitt ønske Til Trønder Avisa sier Giske selv at han ikke er skuffet over at det ikke kom noe benkeforslag. – Dagen i dag var helt udramatisk. Og det var helt i tråd med mitt ønske. Jeg sa på forhånd at jeg ikke har hørt om noen benkeforslag, og at jeg ikke tror det vil skje. Og det skjedde ikke heller, selv om det boblet litt i enkelte leirer, sier Giske til avisa.", "innstilling" means in one word :	600:601
2012-2019_innstilling_10539	innstilling	In this sentence "Helse- og omsorgskomiteens innstilling til saken er nådeløs.", "innstilling" means in one word :	113:114
2012-2019_innstilling_10881	innstilling	In this sentence "Det skal vaere dukker og kosedyr og innesyssel, mens guttebarn får leve utfordrende uteliv og like biler og fart og spenning. Selv ble jeg av pappa Gartneren som var et lekende menneske, oppdradd som en gutt med raus innstilling til sport og spill og risikofyllt moro. Datteren hans måtte laere seg å beherske felles-arena med guttene, å trives med det og finne det helt naturlig. Jeg tror vi må starte der, med barn, med de unge. At jenter er jenter og ikke kjønn.", "innstilling" means in one word :	518:519
2012-2019_innstilling_7195	innstilling	In this sentence "Men vifta bråker litt for mye, og vi ønsker direkteknapper på fjernkontrollen for grunnleggende innstillinger som kontrast, lysstyrke og skarphet. Pluss i boka for mulighet for trådløs visning av video, selv om dette er ekstrautstyr. Fakta Type: DLP, 1080p, 3D Lysstyrke: 2.500 Lumen Kontrast: 20.000:1 kontrast (dynamisk) HDMI: 2 x", "innstilling" means in one word :	385:386
1980-1990_innstilling_6601	innstilling	In this sentence "I Bernt-utvalgets innstilling understrekes at det må vaere en hovedoppgave for fengselsvesen og psykiatri å få etablert et faglig og menneskelig sett akseptabelt tilbud til sinnslidende straff- og sikringsdømte. Bernt-utvalget mener imidlertid at dette hverken nødvendiggjør eller rettferdiggjør å kaste vrak på det grunnleggende prinsipp som er knesatt i Høyesteretts dom i Rt. 1984 side 1175, at straff- og sikringsdømte skal ha det samme vern som andre mot å bli innlagt i psykiatrisk institusjon mot sin vilje.", "innstilling" means in one word :	567:568
1980-1990_innstilling_5821	innstilling	In this sentence "Utvalget skal avgi innstilling innen l.juli 1988.", "innstilling" means in one word :	102:103
2012-2019_innstilling_9933	innstilling	In this sentence "Ta gjerne også en tur innom Stedstjenester i innstillingene på mobilen din, og se hvilke apper du gir tilgang til stedsdata.", "innstilling" means in one word :	177:178
1980-1990_innstilling_1462	innstilling	In this sentence "De fag Uty a 1 g e t vil foreslå i denne innstillingen er fag som det undervises i ved en rekke tilsvarende utdanninger og som ikke er etatsspesifikke.", "innstilling" means in one word :	204:205
1980-1990_innstilling_356	innstilling	In this sentence "I Oslo forelå i 1977 en innstilling til Fylkesråd for opplaering av funksjonshemmede vedrørende det faglige innhold i, og det faglige omfang av den helsetjenesten som skal tilbys skolen og de øvrige undervisningsinstitusjonene (60). I 1973 forelå i Oslo en innstilling om skolehelsearbeidet.", "innstilling" means in one word :	344:345
1980-1990_innstilling_4422	innstilling	In this sentence "I Bladportoutvalget, som avgå sin innstilling den 14. desember 1973, ble spørsmålet om distribusjonssamarbeide i en offentlig utredning tatt opp for første gang (NOU 1974: 3, side 62).", "innstilling" means in one word :	237:238
1980-1990_innstilling_6230	innstilling	In this sentence "Utvalget la fram sin innstilling i NOU 1976:27. Senere, ved kgl.res. av 5. desember 1980, ble Byggesaksutvalget oppnevnt. Deres forslag til reformer er presentert i NOU 1982:13, NOU 1984:9 og NOU 1985:13.", "innstilling" means in one word :	257:258
